question,label
강아지 뒷발에 종괴,S-ANIMAL S-AREA O
강아지 뒷다리에 종괴,S-ANIMAL S-AREA O
강아지 앞다리에 종괴,S-ANIMAL S-AREA O
강아지 다리에 혹이 났어,S-ANIMAL S-AREA O
강아지 머리에 혹이 났어,S-ANIMAL S-AREA O
강아지 발에 혹이 났어,S-ANIMAL S-AREA O
강아지 가슴에 혹이 났어,S-ANIMAL S-AREA O
강아지 귀에 혹이 났어,S-ANIMAL S-AREA O
강아지 등에 혹이 났어,S-ANIMAL S-AREA O
강아지 궁둥이에 혹이 났어,S-ANIMAL S-AREA O
강아지 코에 혹이 났어,S-ANIMAL S-AREA O
강아지 앞발에 혹이 났어,S-ANIMAL S-AREA O
강아지 뒷발에 혹이 났어,S-ANIMAL S-AREA O
강아지 뒷다리에 혹이 났어,S-ANIMAL S-AREA O
강아지 앞다리에 혹이 났어,S-ANIMAL S-AREA O
강아지 다리에 종양이 났어,S-ANIMAL S-AREA O
강아지 머리에 종양이 났어,S-ANIMAL S-AREA O
강아지 발에 종양이 났어,S-ANIMAL S-AREA O
강아지 가슴에 종양이 났어,S-ANIMAL S-AREA O
강아지 귀에 종양이 났어,S-ANIMAL S-AREA O
강아지 등에 종양이 났어,S-ANIMAL S-AREA O
강아지 궁둥이에 종양이 났어,S-ANIMAL S-AREA O
강아지 코에 종양이 났어,S-ANIMAL S-AREA O
강아지 앞발에 종양이 났어,S-ANIMAL S-AREA O
강아지 뒷발에 종양이 났어,S-ANIMAL S-AREA O
강아지 뒷다리에 종양이 났어,S-ANIMAL S-AREA O
강아지 앞다리에 종양이 났어,S-ANIMAL S-AREA O
강아지 가슴에 종괴이 났어,S-ANIMAL S-AREA O
강아지 다리에 종괴이 났어,S-ANIMAL S-AREA O
강아지 다리에 종괴이 났어,S-ANIMAL S-AREA O
강아지 머리에 종괴이 났어,S-ANIMAL S-AREA O
강아지 발에 종괴이 났어,S-ANIMAL S-AREA O
강아지 가슴에 종괴이 났어,S-ANIMAL S-AREA O
강아지 귀에 종괴이 났어,S-ANIMAL S-AREA O
강아지 등에 종괴이 났어,S-ANIMAL S-AREA O
강아지 궁둥이에 종괴이 났어,S-ANIMAL S-AREA O
강아지 코에 종괴이 났어,S-ANIMAL S-AREA O
강아지 앞발에 종괴이 났어,S-ANIMAL S-AREA O
강아지 뒷발에 종괴이 났어,S-ANIMAL S-AREA O
강아지 뒷다리에 종괴이 났어,S-ANIMAL S-AREA O
강아지 앞다리에 종괴이 났어,S-ANIMAL S-AREA O
고양이 가슴에 혹,S-ANIMAL S-AREA O
고양이 다리에 혹,S-ANIMAL S-AREA O
고양이 다리에 혹,S-ANIMAL S-AREA O
고양이 머리에 혹,S-ANIMAL S-AREA O
고양이 발에 혹,S-ANIMAL S-AREA O
고양이 가슴에 혹,S-ANIMAL S-AREA O
고양이 귀에 혹,S-ANIMAL S-AREA O
고양이 등에 혹,S-ANIMAL S-AREA O
고양이 궁둥이에 혹,S-ANIMAL S-AREA O
고양이 코에 혹,S-ANIMAL S-AREA O
고양이 앞발에 혹,S-ANIMAL S-AREA O
고양이 뒷발에 혹,S-ANIMAL S-AREA O
고양이 뒷다리에 혹,S-ANIMAL S-AREA O
고양이 앞다리에 혹,S-ANIMAL S-AREA O
고양이 가슴에 종양,S-ANIMAL S-AREA O
고양이 다리에 종양,S-ANIMAL S-AREA O
고양이 다리에 종양,S-ANIMAL S-AREA O
고양이 머리에 종양,S-ANIMAL S-AREA O
고양이 발에 종양,S-ANIMAL S-AREA O
고양이 가슴에 종양,S-ANIMAL S-AREA O
고양이 귀에 종양,S-ANIMAL S-AREA O
고양이 등에 종양,S-ANIMAL S-AREA O
고양이 궁둥이에 종양,S-ANIMAL S-AREA O
고양이 코에 종양,S-ANIMAL S-AREA O
고양이 앞발에 종양,S-ANIMAL S-AREA O
고양이 뒷발에 종양,S-ANIMAL S-AREA O
고양이 뒷다리에 종양,S-ANIMAL S-AREA O
고양이 앞다리에 종양,S-ANIMAL S-AREA O
고양이 가슴에 종괴,S-ANIMAL S-AREA O
고양이 다리에 종괴,S-ANIMAL S-AREA O
고양이 다리에 종괴,S-ANIMAL S-AREA O
고양이 머리에 종괴,S-ANIMAL S-AREA O
고양이 발에 종괴,S-ANIMAL S-AREA O
고양이 가슴에 종괴,S-ANIMAL S-AREA O
고양이 귀에 종괴,S-ANIMAL S-AREA O
고양이 등에 종괴,S-ANIMAL S-AREA O
고양이 궁둥이에 종괴,S-ANIMAL S-AREA O
고양이 코에 종괴,S-ANIMAL S-AREA O
고양이 앞발에 종괴,S-ANIMAL S-AREA O
고양이 뒷발에 종괴,S-ANIMAL S-AREA O
고양이 뒷다리에 종괴,S-ANIMAL S-AREA O
고양이 앞다리에 종괴,S-ANIMAL S-AREA O
고양이 가슴에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 다리에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 다리에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 머리에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 발에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 가슴에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 귀에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 등에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 궁둥이에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 코에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 앞발에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 뒷발에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 뒷다리에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 앞다리에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 가슴에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 다리에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 다리에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 머리에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 발에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 가슴에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 귀에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 등에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 궁둥이에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 코에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 앞발에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 뒷발에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 뒷다리에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 앞다리에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 가슴에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 다리에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 다리에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 머리에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 발에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 가슴에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 귀에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 등에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 궁둥이에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 코에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 앞발에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 뒷발에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 뒷다리에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 앞다리에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 가슴에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 다리에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 다리에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 머리에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 발에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 가슴에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 귀에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 등에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 궁둥이에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 코에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 앞발에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 뒷발에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 뒷다리에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 앞다리에 혹 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 가슴에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 다리에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 다리에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 머리에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 발에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 가슴에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 귀에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 등에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 궁둥이에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 코에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 앞발에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 뒷발에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 뒷다리에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 앞다리에 종양 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 가슴에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 다리에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 다리에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 머리에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 발에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 가슴에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 귀에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 등에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 궁둥이에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 코에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 앞발에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 뒷발에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 뒷다리에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 앞다리에 종괴 변비,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 가슴에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 다리에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 다리에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 머리에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 발에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 가슴에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 귀에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 등에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 궁둥이에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 코에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 앞발에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 뒷발에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 뒷다리에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 앞다리에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 가슴에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 다리에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 다리에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 머리에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 발에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 가슴에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 귀에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 등에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 궁둥이에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 코에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 앞발에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 뒷발에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 뒷다리에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 앞다리에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 가슴에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 다리에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 다리에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 머리에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 발에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 가슴에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 귀에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 등에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 궁둥이에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 코에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 앞발에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 뒷발에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 뒷다리에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 앞다리에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 가슴에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 다리에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 다리에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 머리에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 발에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 가슴에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 귀에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 등에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 궁둥이에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 코에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 앞발에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 뒷발에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 뒷다리에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 앞다리에 혹 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 가슴에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 다리에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 다리에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 머리에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 발에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 가슴에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 귀에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 등에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 궁둥이에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 코에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 앞발에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 뒷발에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 뒷다리에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 앞다리에 종양 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 가슴에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 다리에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 다리에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 머리에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 발에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 가슴에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 귀에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 등에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 궁둥이에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 코에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 앞발에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 뒷발에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 뒷다리에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
강아지 앞다리에 종괴 무기력,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 가슴에 혹 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 다리에 혹 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 다리에 혹 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 머리에 혹 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 발에 혹 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 가슴에 혹 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 귀에 혹 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 등에 혹 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 궁둥이에 혹 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 코에 혹 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 앞발에 혹 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 뒷발에 혹 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 뒷다리에 혹 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 앞다리에 혹 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 가슴에 종양 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 다리에 종양 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 다리에 종양 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 머리에 종양 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 발에 종양 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 가슴에 종양 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 귀에 종양 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 등에 종양 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 궁둥이에 종양 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 코에 종양 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 앞발에 종양 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 뒷발에 종양 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 뒷다리에 종양 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 앞다리에 종양 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 가슴에 종괴 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 다리에 종괴 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 다리에 종괴 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 머리에 종괴 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 발에 종괴 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 가슴에 종괴 발열,S-ANIMAL S-AREA O S-SYMPTOM1
고양이 귀에 종괴 발열,S-ANIMAL S-AREA O S-SYMPTOM1
