question,label
고양이가 토해요ㅠ,S-ANIMAL O
고양이가 토해요...,S-ANIMAL O
고양이가 토해요,S-ANIMAL O
고양이가 토하고 체온이 낮아요,S-ANIMAL O S-SYMPTOM1 O
고양이가 토하고 식욕이 없어요,S-ANIMAL O S-SYMPTOM1 O
고양이가 토하고 설사해요,S-ANIMAL O S-SYMPTOM1
고양이가 토하고 기력이 없어요,S-ANIMAL O S-SYMPTOM1 O
고양이가 토를했어요.... 걱정되는데 증상설명해주실분있나요,S-ANIMAL O O O
고양이가 토를했어요.... 걱정되는데,S-ANIMAL O O
고양이가 토를했어요,S-ANIMAL O
고양이가 토를해요,S-ANIMAL O
고양이가 토를한건지 설사를 한건지 모르겠는데 병원에 가봐야 할까요?,S-ANIMAL O O O O O O O
고양이가 토를 했어요,S-ANIMAL O O
고양이가 토를 했습니다.,S-ANIMAL O O
고양이가 토를 했는데 토에서 회충같은게 나왔습니다.,S-ANIMAL O O O O O
고양이가 토를 해요,S-ANIMAL O O
고양이가 토를 자주해요,S-ANIMAL O O
고양이가 토를 자주해요,S-ANIMAL O O
고양이가 토를 너무 자주해요,S-ANIMAL O O O
고양이가 토?,S-ANIMAL O
고양이가 좀 자주 토를 해요 ㅠㅠ,S-ANIMAL O O O O O
고양이가 자주 토해요,S-ANIMAL O O
고양이가 자주 구토해요,S-ANIMAL O O
고양이가 자꾸 토해요ㅠㅠ,S-ANIMAL O O
고양이가 자꾸 토해요,S-ANIMAL O O
고양이가 자꾸 토하네,S-ANIMAL O O
고양이가 자꾸 사료를 토해요ㅠ 도와주세요..,S-ANIMAL O O O O
고양이가 자꾸 사료를 토해요,S-ANIMAL O O O
고양이가 이렇게토해놨어요..,S-ANIMAL O
고양이가 이렇게 토해놨어요,S-ANIMAL O O
고양이가 오늘 갑자기 토를 하네요.,S-ANIMAL O O O O
고양이가 오늘 갑자기 토를 하네요.,S-ANIMAL O O O O
고양이가 어제 갑자기 구토하네,S-ANIMAL O O O
고양이가 사료를 토해요,S-ANIMAL O O
고양이가 밥을 잘안먹고 토해요..,S-ANIMAL O O O
고양이가 껌을 먹고 토해요 급합니다,S-ANIMAL O O O O
고양이가 껌을 먹고 토해요,S-ANIMAL O O O
고양이가 기생충을 토했어요..,S-ANIMAL O O
고양이가 기생충을 토했어,S-ANIMAL O O
고양이가 기생충을 토해,S-ANIMAL O O
고양이가 기생충을 토하네,S-ANIMAL O O
고양이가 구토하고 기력없음,S-ANIMAL O S-SYMPTOM1
고양이가 구토를 하고 사료도 안먹고 원래는 활발한데 기력도 없어요.,S-ANIMAL O O O O O O O O
고양이가 구토를 자주해요,S-ANIMAL O O
고양이가 구토 하고 설사를 합니다,S-ANIMAL O O S-SYMPTOM1 O
고양이가 구토,S-ANIMAL O
고양이가 구역질해요,S-ANIMAL S-SYMPTOM1
고양이가 계속 토해요,S-ANIMAL O O
고양이가 거품토를 해요,S-ANIMAL O O
고양이가 갑자기 토를 합니다.,S-ANIMAL O O O
고양이가 갑자기 토를 자주 해요ㅠㅠ,S-ANIMAL O O O O
고양이가 갑자기 구토하네,S-ANIMAL O O
고양이 혈뇨 + 구토 관련,S-ANIMAL S-SYMPTOM1 O O O
고양이 피토,S-ANIMAL O
고양이 피 섞인 노란 토,S-ANIMAL O O O O
고양이 토에서 꿈틀거리는 것이 나왔습니다.,S-ANIMAL O O O O
고양이 토 질문합니다,S-ANIMAL O O
고양이 토 질문,S-ANIMAL O O
고양이 토 질문,S-ANIMAL O O
고양이 토 좀 봐주세요ㅠ,S-ANIMAL O O O
고양이 토 좀 봐주세요,S-ANIMAL O O O
고양이 토 문제 있나요?,S-ANIMAL O O O
고양이 토 기운없음 식욕부진,S-ANIMAL O O O
고양이 토 갈색 토 이거 뭔가요?,S-ANIMAL O O O O O
고양이 토,S-ANIMAL O
고양이 점액질변 사료토 ㅠㅠ,S-ANIMAL S-SYMPTOM1 O O
고양이 음식토&옅은 갈색토,S-ANIMAL O O
"고양이 설사, 구토, 사료 안먹는 증상",S-ANIMAL S-SYMPTOM1 O O O O
"고양이 설사, 구토",S-ANIMAL S-SYMPTOM1 O
고양이 설사 구토 증상이 간헐적으로 나타납니다.,S-ANIMAL O O O O O
고양이 사료 토,S-ANIMAL O O
고양이 사료 구토,S-ANIMAL O O
고양이 빨간 토,S-ANIMAL O O
고양이 노란토,S-ANIMAL O
고양이 기생충 토,S-ANIMAL O O
고양이 구토질문,S-ANIMAL O
고양이 구토증상,S-ANIMAL O
고양이 구토와 식욕없음,S-ANIMAL O S-SYMPTOM1
"고양이 구토, 설사 혈변, 떠는증상",S-ANIMAL O S-SYMPTOM1 S-SYMPTOM2 O
고양이 구토 침흘림,S-ANIMAL O S-SYMPTOM1
고양이 구토 창백,S-ANIMAL O S-SYMPTOM1
고양이 구토 안절부절,S-ANIMAL O S-SYMPTOM1
고양이 구토 사팔눈,S-ANIMAL O S-SYMPTOM1
고양이 구토 무기력,S-ANIMAL O S-SYMPTOM1
고양이 구토 땀흘림,S-ANIMAL O S-SYMPTOM1
고양이 구토 도와주세요ㅠ,S-ANIMAL O O
고양이 구토 늘어짐,S-ANIMAL O S-SYMPTOM1
고양이 구토,S-ANIMAL O
"고양이 공복토, 사료 잘 안먹을때",S-ANIMAL O O O O
고양이 갈색토,S-ANIMAL O
고양이 간식 구토,S-ANIMAL O O
고양이 3일째 사료안먹고 구토,S-ANIMAL O O O
계속해서 토를 하니 걱정이됩니다.,O O O O
계속 토해요,O O
계속 토를해요..,O O
개가 구토를 하고 사료도 안먹고 원래는 활발한데 기력도 없어요.,S-ANIMAL O O O O O O O O
강아지가 헉헉대면서 계속 헛구역질을합니다,S-ANIMAL O O O
강아지가 토했어요 ㅠㅠ,S-ANIMAL O O
강아지가 토해요ㅠㅠ,S-ANIMAL O
강아지가 토해요,S-ANIMAL O
강아지가 토하고 체온이 낮아요,S-ANIMAL O S-SYMPTOM1 O
강아지가 토하고 식욕이 없어요,S-ANIMAL O S-SYMPTOM1 O
강아지가 토하고 설사해요,S-ANIMAL O S-SYMPTOM1
강아지가 토하고 생식기에서 피가나요 도와주세요,S-ANIMAL O S-AREA S-SYMPTOM1 O
강아지가 토하고 기력이 없어요,S-ANIMAL O S-SYMPTOM1 O
강아지가 토를해요,S-ANIMAL O
강아지가 토를 했습니다.,S-ANIMAL O O
강아지가 토를 했는데 토에서 회충같은게 나왔습니다.,S-ANIMAL O O O O O
강아지가 토를 진짜 자주해요,S-ANIMAL O O O
강아지가 토를 자주해요,S-ANIMAL O O
강아지가 토를 너무 자주해요,S-ANIMAL O O O
강아지가 토?,S-ANIMAL O
강아지가 좀 자주 토를 해요 ㅠㅠ,S-ANIMAL O O O O O
강아지가 자주 토해요,S-ANIMAL O O
강아지가 자주 구토해요,S-ANIMAL O O
강아지가 자꾸 토해요,S-ANIMAL O O
강아지가 자꾸 토하네,S-ANIMAL O O
강아지가 자꾸 사료를 토해요,S-ANIMAL O O O
강아지가 이렇게토해놨어요..,S-ANIMAL O
강아지가 이렇게 토해놨어요,S-ANIMAL O O
강아지가 오늘 갑자기 토를 하네요.,S-ANIMAL O O O O
강아지가 어제 갑자기 구토하네,S-ANIMAL O O O
강아지가 사료를 토해요,S-ANIMAL O O
강아지가 밥을 잘안먹고 토해요..,S-ANIMAL O O O
강아지가 노란토를 했어요 무슨 문제 있는건가요..?,S-ANIMAL O O O O O
강아지가 노란토,S-ANIMAL O
강아지가 껌을 먹고 토해요 급합니다,S-ANIMAL O O O O
강아지가 껌을 먹고 토해요,S-ANIMAL O O O
강아지가 기생충을 토했어요..,S-ANIMAL O O
강아지가 기생충을 토했어,S-ANIMAL O O
강아지가 기생충을 토해,S-ANIMAL O O
강아지가 기생충을 토하네,S-ANIMAL O O
강아지가 구토하고 설사해요,S-ANIMAL O O
강아지가 구토하고 설사를 합니다,S-ANIMAL O S-SYMPTOM1 O
강아지가 구토하고 기력이 없어요,S-ANIMAL O S-SYMPTOM1 O
강아지가 구토하고 기력없음,S-ANIMAL O S-SYMPTOM1
강아지가 구토를 하고 사료도 안먹고 원래는 활발한데 기력도 없어요.,S-ANIMAL O O O O O O O O
강아지가 구토를 자주해요,S-ANIMAL O O
강아지가 구토,S-ANIMAL O
강아지가 구역질해요,S-ANIMAL S-SYMPTOM1
강아지가 계속 토해요,S-ANIMAL O O
강아지가 거품토를 해요,S-ANIMAL O O
강아지가 갑자기 토를 합니다.,S-ANIMAL O O O
강아지가 갑자기 구토하네,S-ANIMAL O O
"강아지 헛구역질, 호흡곤란",S-ANIMAL O S-SYMPTOM1
강아지 피토,S-ANIMAL O
강아지 피 섞인 노란 토,S-ANIMAL O O O O
강아지 토에서 꿈틀거리는 것이 나왔습니다.,S-ANIMAL O O O O
강아지 토 질문합니다,S-ANIMAL O O
강아지 토 질문이요,S-ANIMAL O O
강아지 토 질문,S-ANIMAL O O
강아지 토 좀 봐주세요ㅠ,S-ANIMAL O O O
강아지 토 좀 봐주세요,S-ANIMAL O O O
강아지 토 문제 있나요?,S-ANIMAL O O O
강아지 토 기운없음 식욕부진,S-ANIMAL O O O
강아지 토,S-ANIMAL O
강아지 점액질변 사료토 ㅠㅠ,S-ANIMAL S-SYMPTOM1 O O
강아지 음식토&옅은 갈색토,S-ANIMAL O O
"강아지 설사, 구토, 사료 안먹는 증상",S-ANIMAL S-SYMPTOM1 O O O O
"강아지 설사, 구토",S-ANIMAL S-SYMPTOM1 O
강아지 사료 토,S-ANIMAL O O
강아지 사료 구토,S-ANIMAL O O
강아지 빨간 토,S-ANIMAL O O
강아지 기생충 토,S-ANIMAL O O
강아지 구토질문,S-ANIMAL O
강아지 구토증상,S-ANIMAL O
강아지 구토와 식욕없음,S-ANIMAL O S-SYMPTOM1
강아지 구토? 오줌에 덩어리,S-ANIMAL O O O
"강아지 구토, 설사 혈변, 떠는증상",S-ANIMAL O S-SYMPTOM1 S-SYMPTOM2 O
강아지 구토 침흘림,S-ANIMAL O S-SYMPTOM1
강아지 구토 창백,S-ANIMAL O S-SYMPTOM1
강아지 구토 안절부절,S-ANIMAL O S-SYMPTOM1
강아지 구토 사팔눈,S-ANIMAL O S-SYMPTOM1
강아지 구토 무기력,S-ANIMAL O S-SYMPTOM1
강아지 구토 땀흘림,S-ANIMAL O S-SYMPTOM1
강아지 구토 도와주세요ㅠ,S-ANIMAL O O
강아지 구토 늘어짐,S-ANIMAL O S-SYMPTOM1
강아지 구토,S-ANIMAL O
강아지 구토,S-ANIMAL O
"강아지 공복토, 사료 잘 안먹을때",S-ANIMAL O O O O
강아지 간식 구토,S-ANIMAL O O
강아지 3일째 사료안먹고 구토,S-ANIMAL O O O
갑자기 화장실에서 토를했어요 고양이가,O O O S-ANIMAL
갑자기 화장실에서 토를했어요 강아지가,O O O S-ANIMAL
갑자기 화장실에서 토를했어요,O O O
갑자기 하지않던 토를 하네요,O O O O
갑자기 토했어요,O O
갑자기 토해요,O O
갑자기 토하네,O O
갑자기 토를 합니다.,O O O
갑자기 토를 자주 해요ㅠㅠ,O O O O
갑자기 그날에 토를하고 설사를 했습니다.,O O O O O
갑자기 구토해요,O O
1년 조금안된 고양이가 있는데 요새 갑자기 사료만먹으면 토를해요.,O O O S-ANIMAL O O O O
강아지가 토하고 호흡이 이상해요,S-ANIMAL O S-SYMPTOM1 O
고양이가 토하고 호흡이 이상해요,S-ANIMAL O S-SYMPTOM1 O
강아지가 토하고 호흡이 이상해,S-ANIMAL O S-SYMPTOM1 O
고양이가 토하고 호흡이 이상해,S-ANIMAL O S-SYMPTOM1 O
토하고 호흡이 이상해,O S-SYMPTOM1 O
토하고 호흡이 이상해요,O S-SYMPTOM1 O
강아지가 토하고 오한이 있어요,S-ANIMAL O S-SYMPTOM1 O
고양이가 토하고 오한이 있어요,S-ANIMAL O S-SYMPTOM1 O
토하고 오한이 있어요,O S-SYMPTOM1 O
강아지가 토하고 오한이 있어,S-ANIMAL O S-SYMPTOM1 O
고양이가 토하고 오한이 있어,S-ANIMAL O S-SYMPTOM1 O
토하고 오한이 있어,O S-SYMPTOM1 O
강아지가 토하고 발열이 있어요,S-ANIMAL O S-SYMPTOM1 O
고양이가 토하고 발열이 있어요,S-ANIMAL O S-SYMPTOM1 O
토하고 발열이 있어요,O S-SYMPTOM1 O
강아지가 토하고 발열이 있어,S-ANIMAL O S-SYMPTOM1 O
고양이가 토하고 발열이 있어,S-ANIMAL O S-SYMPTOM1 O
토하고 발열이 있어,O S-SYMPTOM1 O
강아지가 설사하고 토해요,S-ANIMAL S-SYMPTOM1 O
고양이가 설사하고 토해요,S-ANIMAL S-SYMPTOM1 O
설사하고 토해요,S-SYMPTOM1 O
강아지가 설사하고 토해,S-ANIMAL S-SYMPTOM1 O
고양이가 설사하고 토해,S-ANIMAL S-SYMPTOM1 O
설사하고 토해,S-SYMPTOM1 O
강아지가 재채기하고 토해요,S-ANIMAL S-SYMPTOM1 O
고양이가 재채기하고 토해요,S-ANIMAL S-SYMPTOM1 O
재채기하고 토해요,S-SYMPTOM1 O
강아지가 재채기하고 토해,S-ANIMAL S-SYMPTOM1 O
고양이가 재채기하고 토해,S-ANIMAL S-SYMPTOM1 O
재채기하고 토해,S-SYMPTOM1 O
강아지가 토하고 예민해요,S-ANIMAL O S-SYMPTOM1
고양이가 토해요 예민해요,S-ANIMAL O S-SYMPTOM1
토하고 예민해요,S-SYMPTOM1 O
강아지가 토하고 예민해,S-ANIMAL O S-SYMPTOM1
고양이가 토해요 예민해,S-ANIMAL O S-SYMPTOM1
토하고 예민해,S-SYMPTOM1 O
강아지가 뒷다리를 절고 구토해요,S-ANIMAL S-SYMPTOM1 O O
고양이가 뒷다리를 절고 구토해요,S-ANIMAL S-SYMPTOM1 O O
뒷다리를 절고 구토해요,S-SYMPTOM1 O O
강아지가 뒷다리를 절고 구토해,S-ANIMAL S-SYMPTOM1 O O
고양이가 뒷다리를 절고 구토해,S-ANIMAL S-SYMPTOM1 O O
뒷다리를 절고 구토해,S-SYMPTOM1 O O
강아지가 토하고 잇몸이 창백해요,S-ANIMAL O S-AREA S-SYMPTOM1
고양이가 토하고 잇몸이 창백해요,S-ANIMAL O S-AREA S-SYMPTOM1
토하고 잇몸이 창백해요,O S-AREA S-SYMPTOM1
강아지가 토하고 잇몸이 창백해,S-ANIMAL O S-AREA S-SYMPTOM1
고양이가 토하고 잇몸이 창백해,S-ANIMAL O S-AREA S-SYMPTOM1
토하고 잇몸이 창백해,O S-AREA S-SYMPTOM1
강아지가 토하고 뒷다리가 뻣뻣해요,S-ANIMAL O S-AREA S-SYMPTOM1
고양이가 토하고 뒷다리가 뻣뻣해요,S-ANIMAL O S-AREA S-SYMPTOM1
토하고 뒷다리가 뻣뻣해요,O S-AREA S-SYMPTOM1
강아지가 토하고 뒷다리가 뻣뻣해,S-ANIMAL S-SYMPTOM1 O O
고양이가 토하고 뒷다리가 뻣뻣해,S-ANIMAL O S-AREA S-SYMPTOM1
토하고 뒷다리가 뻣뻣해,O S-AREA S-SYMPTOM1
고양이가 콧물을 흘리고 구토해요,S-ANIMAL S-SYMPTOM1 O O
강아지가 콧물을 흘리고 구토해요,S-ANIMAL S-SYMPTOM1 O O
콧물을 흘리고 구토해요,S-SYMPTOM1 O O
고양이가 콧물을 흘리고 구토해,S-ANIMAL S-SYMPTOM1 O O
강아지가 콧물을 흘리고 구토해,S-ANIMAL S-SYMPTOM1 O O
콧물을 흘리고 구토해,S-SYMPTOM1 O O
강아지가 오한이 있고 토해요,S-ANIMAL S-SYMPTOM1 O O
고양이가 오한이 있고 토해요,S-ANIMAL S-SYMPTOM1 O O
오한이 있고 토해요,S-SYMPTOM1 O O
강아지가 오한이 있고 토해,S-ANIMAL S-SYMPTOM1 O O
고양이가 오한이 있고 토해,S-ANIMAL S-SYMPTOM1 O O
오한이 있고 토해,S-SYMPTOM1 O O
강아지가 구토하는데 왜이럴까,S-ANIMAL O O
고양이가 구토하는데 왜이럴까,S-ANIMAL O O
야 강아지가 토해,O S-ANIMAL O
야 고양이가 토해,O S-ANIMAL O
야 토하는데?,O O
야 구토하잖아,O O
구토 관련 질병알려줘,O O O
구토에 대해서 알려줘,O O O
토하는건 왜이러는거지,O O
구토 증상 알려줘,O O O
토하는데 왜이러는지 알려주세요,O O O
고양이 구토 관련 질병 알려줘,O S-ANIMAL O O O
강아지 구토 관련 질병 알려줘,O S-ANIMAL O O O
구토 관련된 질병 어떤게 있는지 알려줘,O O O O O O
구토 관련 질병 부탁하겠습니다,O O O O
구토 관련 질병,O O O
강아지가 토했는데 어디 아픈건가?,S-ANIMAL O O O
고양이가 토했는데 어디 아픈건가?,S-ANIMAL O O O
강아지가 토했는데 무슨 문제인지 알려줘,S-ANIMAL O O O O
고양이가 토했는데 무슨 문제인지 알려줘,S-ANIMAL O O O O
강아지 구토관련 질병 궁금해,S-ANIMAL O O O
고양이 구토관련 질병 궁금해,S-ANIMAL O O O
강아지가 갑자기 토했는데 왜이럴까,S-ANIMAL O O O
고양이가 갑자기 토했는데 왜이럴까,S-ANIMAL O O O
야 구토 왜이래,O O O
고양이 구토와 관련된 질병 알려주세요,S-ANIMAL O O O O
강아지 구토와 관련된 질병 알려주세요,S-ANIMAL O O O O
강아지 구토관련 질병 좀 알려주세요,S-ANIMAL O O O O
고양이 구토관련 질병 좀 알려주세요,S-ANIMAL O O O O
고양이 구토 관련 질병 알려주겠니?,S-ANIMAL O O O O
강아지 구토 관련 질병 알려주겠니?,S-ANIMAL O O O O
구토 관련 질병 알려주겠니?,O O O O
